Reporte: Grizzlies escuchar ofertas por Gasol y Conley|1h ago|Memphis Grizzlies|https://es.nba.com/news/nba-2019-grizzlies-ofertas-trade-marc-gasol-mike-conley-adrian-wojnarowski/1wz7evp31t9qa1h59t3qk6gof5|https://es.nba.com/contestant/memphis-grizzlies/news/6852gp031v6xp16mq18wszkwh
Harden (48) lidera una espectacular remontada|01/20/2019|Houston Rockets|https://es.nba.com/news/nba-2019-james-harden-48-espectacular-remontada-houston-rockets-los-angeles-lakers/1f5majxpragui1p4frpydusg96|https://es.nba.com/contestant/houston-rockets/news/asgv2w5m47fumtkhyazfn574f
La primera expulsión de Doncic en la NBA|01/20/2019|Dallas Mavericks|https://es.nba.com/news/nba-2019-primera-expulsion-luka-doncic-estaba-frustrado-indiana-pacers-dallas-mavericks/5d1376tih8k81nd2pktxt4rp3|https://es.nba.com/contestant/dallas-mavericks/news/5gmza9irdgvwsg7av048y551v
Anthony Davis, baja por 1-2 semanas|01/19/2019|New Orleans Pelicans|https://es.nba.com/news/problemas-para-new-orleans-pelicans-anthony-davis-lesionado-de-una-a-dos-semanas/xfj02dhtwpuvzizgpj7la93r|https://es.nba.com/contestant/new-orleans-pelicans/news/clwmt7lb2gdgblmmnbb3fkmak
Kenneth Faried a punto de firmar con Houston Rockets|01/19/2019|Brooklyn Nets|https://es.nba.com/news/informe-kenneth-faried-a-punto-de-firmar-con-houston-rockets/17y1eh1ockdk41jg882erdu5g2|https://es.nba.com/contestant/brooklyn-nets/news/a6a8ao1fyhpxswr8sizvg9hwa
Irving vive su mejor momento como pasador|01/19/2019|Boston Celtics|https://es.nba.com/news/kyrie-irving-y-el-mejor-momento-de-su-carrera-como-pasador/17brlxgbng5061t7ewdwmnnhwz|https://es.nba.com/contestant/boston-celtics/news/2w4j5p0pwwlxmcd5vceuu0rrv
Cousins: "Fue uno de los días más felices de mi vida"|01/19/2019|Golden State Warriors|https://es.nba.com/news/demarcus-cousins-y-su-regreso-fue-uno-de-los-dias-mas-felices-de-mi-vida/1sf1motrygl891bbgdxlpniw8c|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Hoy en League Pass: #NBASaturdays y Doncic contra Oladipo|01/19/2019|Philadelphia 76ers|https://es.nba.com/news/que-partidos-hay-hoy-en-el-nba-league-pass-como-ver-online-y-en-directo-el-thunder-vs-76ers-y-el-mavs-vs-pacers/6wuva21th4js1ca561zjo3g9w|https://es.nba.com/contestant/philadelphia-76ers/news/6n0ha9kzay94zalli108m7fp1
Popovich sigue haciendo historia|01/19/2019|San Antonio Spurs|https://es.nba.com/news/gregg-popovich-alcanza-a-pat-riley-y-se-convierte-en-el-entrenador-con-mas-victorias-como-visitante-de-la-nba/bai2bxfg5bzd1437z81jlok3g|https://es.nba.com/contestant/san-antonio-spurs/news/cledckou9b5yg5xkq44828fov
Isaiah Thomas a punto de debutar con Denver|01/19/2019|Denver Nuggets|https://es.nba.com/news/isaiah-thomas-prepara-su-regreso-podria-volver-antes-del-all-star/1gvndtrf5jqex14rl68oouqoz3|https://es.nba.com/contestant/denver-nuggets/news/dyiwt9mhy41jesv1pwn8a38jb
Curry brilla (28) en la gran vuelta de Cousins (14+6)|01/19/2019|Golden State Warriors|https://es.nba.com/news/stephen-curry-28-pone-el-espectaculo-en-el-esperado-regreso-de-demarcus-cousins-y-los-warriors-ganan/14dr1qg32exnu1dmrfip3fikiv|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Resumen NBA: la crónica, datos, vídeo...|01/19/2019|San Antonio Spurs|https://es.nba.com/news/resumen-nba-griffin-remonta-y-casi-consigue-un-triple-doble-32119-lillard-le-gana-la-batalla-a-davis-y-popovich-supera-a-riley/s9u8waardmqm1g3gv9mudf4hm|https://es.nba.com/contestant/san-antonio-spurs/news/cledckou9b5yg5xkq44828fov
Russell (40) lidera a Nets en una victoria histórica|01/19/2019|Brooklyn Nets|https://es.nba.com/news/dangelo-russell-lidera-a-brooklyn-nets-a-una-remontada-historica/17nz6y22grpd41t8iawlue0why|https://es.nba.com/contestant/brooklyn-nets/news/a6a8ao1fyhpxswr8sizvg9hwa
Irving se sale (38+11) ante Marc Gasol emulando a Larry Bird|01/19/2019|Boston Celtics|https://es.nba.com/news/kyrie-irving-realiza-un-doble-doble-espectacular-3811-siguiendo-los-pasos-de-larry-bird/qgt37qz6xxiw1m3deicrku8e1|https://es.nba.com/contestant/boston-celtics/news/2w4j5p0pwwlxmcd5vceuu0rrv
Rondo puede volver a entrenarse con los Lakers|01/18/2019|Los Angeles Lakers|https://es.nba.com/news/nba-2019-los-angeles-lakers-rajon-rondo-lesion-regreso/11uux18rsqqo017dt7zc5d8pbk|https://es.nba.com/contestant/los-angeles-lakers/news/2ja1jlnhsy0ksuvvxzff3ky9e
DeMarcus Cousins: Cronología de un regreso|01/18/2019|Golden State Warriors|https://es.nba.com/news/hoy-debuta-demarcus-cousins-con-golden-state-warriros-cronologia-de-un-regreso-esperado/kxfzbkc38ln51mavalzv47rog|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Doncic y el All-Star: más votos que Jordan o LeBron|01/18/2019|All-Star 2019|https://es.nba.com/news/nba-all-star-game-2019-las-similitudes-entre-luka-doncic-lebron-james-y-michael-jordan-en-las-votaciones/xunlt2nna13u1uv59u6v6vzdl|https://es.nba.com/category/all-star-2019/news/e4vohnzfzdbv18aeg1qktlwyk
¿Qué ver hoy en League Pass?: Vuelve Cousins|01/18/2019|Los Angeles Clippers v Golden State Warriors|https://es.nba.com/news/que-partidos-hay-hoy-en-el-nba-league-pass-como-ver-online-y-en-directo-warriors-vs-clippers-y-el-grizzlies-vs-celtics/1awxjivvhnh3v130dwtj6vt3ju|https://es.nba.com/fixture/los-angeles-clippers-v-golden-state-warriors/news/6l6m59jy08bqu1wbiu53qhje2
#10YearsChallenge: El desafío con las estrellas de la NBA|01/18/2019|Golden State Warriors|https://es.nba.com/news/10yearschallenge-el-desafio-con-las-estrellas-de-la-nba/ot3todv3foc51of0ysoza2yiu|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Capela será baja hasta el All-Star|01/18/2019|Houston Rockets|https://es.nba.com/news/clint-capela-sometido-a-cirugia-en-el-dedo-regresaria-antes-del-all-star/19scipfeljisz1ivgc95qtx0n6|https://es.nba.com/contestant/houston-rockets/news/asgv2w5m47fumtkhyazfn574f
Popovich no asegura su futuro en los Spurs|01/18/2019|San Antonio Spurs|https://es.nba.com/news/gregg-popovich-no-esta-seguro-si-continuara-entrenando-en-la-nba-el-ano-que-viene/2v2ra7bh8hha1ajez7w6j4vy4|https://es.nba.com/contestant/san-antonio-spurs/news/cledckou9b5yg5xkq44828fov
El sorteo del All Star será televisado|01/18/2019|Los Angeles Lakers|https://es.nba.com/news/el-sorteo-del-nba-all-star-game-2019-sera-televisado-en-directo/q8thuhbjoumo16riok1lehxve|https://es.nba.com/contestant/los-angeles-lakers/news/2ja1jlnhsy0ksuvvxzff3ky9e
Jokic y Murray lideran y los Hornets suman dos seguidas|01/18/2019|Denver Nuggets|https://es.nba.com/news/jokic-y-murray-se-imponen-a-markkanen-27-puntos-y-kemba-walker-se-toma-la-revancha-frente-a-kings/vifi0caj6ibt170lntwtwlib6|https://es.nba.com/contestant/denver-nuggets/news/dyiwt9mhy41jesv1pwn8a38jb
Siakam evita el desastre ante los Suns|01/18/2019|Toronto Raptors|https://es.nba.com/news/pascal-siakam-evita-el-desastre-sobre-la-bocina-victoria-de-raptors-frente-a-los-suns/1vwpe045ii5sz19in6jm0gwljv|https://es.nba.com/contestant/toronto-raptors/news/dxjosqw1acmrjm1gt2wmis1ru
Kuzma lidera en un triunfo agónico contra OKC|01/18/2019|Los Angeles Lakers|https://es.nba.com/news/agonia-en-oklahoma-en-el-triunfo-de-lakers-en-la-prorroga-kuzma-y-ball-lideran-sin-lebron-james/rhcort663lsd1ayqmy1rc790w|https://es.nba.com/contestant/los-angeles-lakers/news/2ja1jlnhsy0ksuvvxzff3ky9e
Butler (27 puntos) lidera a los 76ers en Indiana|01/18/2019|Philadelphia 76ers|https://es.nba.com/news/jimmy-butler-27-puntos-lidera-a-los-76ers-en-la-lucha-por-el-tercer-puesto-frente-a-indiana-pacers/a346una1vcpn14h29107d4kil|https://es.nba.com/contestant/philadelphia-76ers/news/6n0ha9kzay94zalli108m7fp1
El 'instant replay', desde dentro del banquillo de Wizards|01/18/2019|Washington Wizards|https://es.nba.com/news/nba-london-game-2019-instant-replay-dentro-banquillo-washington-wizards/13c54ggfhhgjx1fte1swhp279a|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
¡Pura emoción! La clase de Beal reina en Londres|01/17/2019|Washington Wizards|https://es.nba.com/news/bradley-beal-hace-cumplir-el-guion-en-londres-en-un-partido-decidido-en-el-ultimo-segundo/g81vn7txnkvn1mxrcobwm9cjw|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
¿Cuántos rookies han ido al All-Star Game de la NBA?|01/17/2019|NBA|https://es.nba.com/news/cuantos-rookies-han-ido-al-all-star-game-de-la-nba-luka-doncic-podria-unirse-a-una-selecta-lista/1iaid203qj0edzm65h05hpy21|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Votaciones NBA All-Star Game: 3ª oleada|01/17/2019|NBA|https://es.nba.com/news/votaciones-nba-all-star-game-2019-3%C2%AA-oleada-doncic-sera-titular-y-lebron-james-el-mas-votado/7rrrf921ztar1mrnpa6sqq5hw|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
¿Un partido NBA en París? Silver: "Es posible"|01/17/2019|NBA|https://es.nba.com/news/adam-silver-es-posible-que-veamos-un-partido-oficial-de-la-nba-en-paris-la-proxima-temporada/ozbdevzo63ce1fy4nhr5rdk1g|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Satoransky: "Doncic merece toda la atención que recibe"|01/17/2019|Washington Wizards|https://es.nba.com/news/nba-london-game-2019-tomas-satoransky-luka-doncic-atencion-mediatica/13xjnczf7zu9g1jb77av7s93is|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
Datos y curiosidades del partido de la NBA en Londres|01/17/2019|NBA|https://es.nba.com/news/nba-londres-2019-washington-wizards-vs-new-york-knicks-datos-curiosidades-partido-en-cifras/35o9mhn5imee17p4z2co82k6n|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Todos los partidos oficiales de la NBA lejos de EEUU y Canadá|01/17/2019|NBA|https://es.nba.com/news/nba-partidos-oficiales-fuera-estados-unidos-canada-global-games-new-york-knicks-washington-wizards-nba-london/b9pp14rsaaql15ly4klm6w53q|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
La NBA saca músculo en Londres|01/17/2019|Washington Wizards|https://es.nba.com/news/nba-london-game-2019-new-york-knicks-obstaculo-bradley-beal-washington-wizards-londres/mibh0mg9g2b110ulx2pcgd703|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
¿Qué ver hoy en NBA League Pass?|01/17/2019|Washington Wizards|https://es.nba.com/news/que-partidos-hay-hoy-en-el-nba-league-pass-como-ver-online-y-en-directo-el-knicks-vs-wizards-y-el-76ers-vs-pacers/19nl74uvfs9a51vtodzkf87jzy|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
Cómo ver el Wizards vs Knicks de Londres|01/17/2019|Washington Wizards|https://es.nba.com/news/nba-london-game-2019-washington-wizards-vs-new-york-knick-horario-como-ver-online-en-directo-streaming-tv-/e387orr9j6mvzlngk8n9gaoq|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
Curry establece un récord nunca antes visto|01/17/2019|Golden State Warriors|https://es.nba.com/news/stephen-curry-establece-un-record-nunca-antes-visto-en-la-nba-al-menos-8-triples-en-tres-partidos-consecutivos/1masjxyfogb9p1cp3zkmtx0b84|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
El resumen de la noche: datos, resultados, vídeos...|01/17/2019|Cleveland Cavaliers|https://es.nba.com/news/antetokounmpo-ahonda-en-la-crisis-de-los-grizzlies-mitchell-28-vuelve-a-maravillar-y-lillard-asegura-otro-triunfo/1i1rrhf7cn6pr1uum9ul882hfb|https://es.nba.com/contestant/cleveland-cavaliers/news/ebl6btyqnbyqohs946reyviu
Curry "explota" con 41 puntos y 9 triples frente a Davis|01/17/2019|New Orleans Pelicans|https://es.nba.com/news/stephen-curry-explota-con-41-puntos-y-9-triples-dando-la-victoria-contra-los-pelicans/1fsqepzb1fo271248lb2zspsp9|https://es.nba.com/contestant/new-orleans-pelicans/news/clwmt7lb2gdgblmmnbb3fkmak
Harden iguala un récord de Chamberlain|01/17/2019|Houston Rockets|https://es.nba.com/news/james-harden-es-el-primer-jugador-desde-wilt-chamberlain-en-anotar-55-puntos-en-partidos-consecutivos/grbv56lpxm1y1ig2jnmvs1eli|https://es.nba.com/contestant/houston-rockets/news/asgv2w5m47fumtkhyazfn574f
Dinwiddie triunfa frente a Harden (58)|01/17/2019|Brooklyn Nets|https://es.nba.com/news/los-58-puntos-de-james-harden-no-evitan-la-derrota-en-la-prorroga-frente-a-dinwiddie-y-los-nets/1wqku9geo9rjz1uu3nirg71h62|https://es.nba.com/contestant/brooklyn-nets/news/a6a8ao1fyhpxswr8sizvg9hwa
Irving ejerce de líder frente a Raptors|01/17/2019|Boston Celtics|https://es.nba.com/news/kyrie-irving-hace-de-lider-contra-los-raptors-y-manda-un-mensaje-a-lebron-james/l8ak2vwdyl3i1e1n7pij7hzu2|https://es.nba.com/contestant/boston-celtics/news/2w4j5p0pwwlxmcd5vceuu0rrv
Doncic (25+8+8) tira del carro sin éxito y Popovich se deshace en halagos|01/17/2019|San Antonio Spurs|https://es.nba.com/news/doncic-2588-tira-del-carro-sin-exito-y-popovich-se-deshace-en-halagos-maravilloso-jugador/1vrxi0wsgr20r13wnkkswv91mr|https://es.nba.com/contestant/san-antonio-spurs/news/cledckou9b5yg5xkq44828fov
Hezonja contradice a Pesic y ensalza a Doncic|01/16/2019|New York Knicks|https://es.nba.com/news/nba-london-game-2019-mario-hezonja-luka-doncic-new-york-knicks-washington-wizards/n1j2mar7katj1t4k975yw5b9g|https://es.nba.com/contestant/new-york-knicks/news/37l6h83vguf1x4i1ervkamlpo
Entrevista a Chasson Randle: su paso por el Madrid, Doncic, los Wizards...|01/16/2019|Washington Wizards|https://es.nba.com/news/nba-2019-entrevista-chasson-randle-el-real-madrid-pablo-laso-luka-doncic-washington-wizards/m4igzvdff98w132ok04qtf65j|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
Un traspaso para cada equipo del Oeste|01/16/2019|San Antonio Spurs|https://es.nba.com/news/un-traspaso-para-cada-equipo-de-la-conferencia-oeste-trade/1oi2kiwamg8qw195ktnzo9pbex|https://es.nba.com/contestant/san-antonio-spurs/news/cledckou9b5yg5xkq44828fov
Los caminos opuestos de Satoransky y Hezonja: del Barcelona a Londres|01/16/2019|New York Knicks|https://es.nba.com/news/nba-caminos-opuestos-tomas-satoransky-mario-hezonja-barcelona-londres-2019/1qunfu67l4eix1cudtxrapgqom|https://es.nba.com/contestant/new-york-knicks/news/37l6h83vguf1x4i1ervkamlpo
Noche de palizas históricas: lo no visto desde 1984|01/16/2019|Philadelphia 76ers|https://es.nba.com/news/noche-de-palizas-historicas-un-hito-no-visto-desde-1984-en-la-nba/wea4n94akfna14qsb1zt9trtx|https://es.nba.com/contestant/philadelphia-76ers/news/6n0ha9kzay94zalli108m7fp1
¿Cuál es la mayor anotación en un cuarto?|01/16/2019|Golden State Warriors|https://es.nba.com/news/cual-es-la-mayor-anotacion-en-un-cuarto-en-la-nba-los-warriors-lejos-del-top/ddnzoz3hme671dle7rig6ppkb|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
